,ID,age_band,gender,car_model,car_segment,age_of_vehicle_years,sched_serv_warr,non_sched_serv_warr,sched_serv_paid,non_sched_serv_paid,total_paid_services,total_services,mth_since_last_serv,annualised_mileage,num_dealers_visited,num_serv_dealer_purchased
76962,90372,5.0,1,5.0,3,10,5,2,5,2,3,3,10,4,7,4
76968,90380,1.0,0,1.0,3,9,5,7,8,6,6,6,9,7,9,6
76972,90384,1.0,1,3.0,1,7,5,10,5,7,5,10,4,9,10,7
76980,90393,3.0,1,1.0,3,6,8,4,6,8,7,7,7,5,6,8
76996,90412,0.0,1,1.0,3,8,7,9,8,9,9,8,7,9,3,9
76999,90415,3.0,1,3.0,1,10,9,9,10,8,10,9,8,10,8,10
77007,90423,4.0,1,6.0,0,10,4,9,5,6,4,6,10,3,8,3
77016,90438,2.0,1,6.0,0,10,2,5,3,3,2,3,10,4,7,3
77017,90439,4.0,1,2.0,1,5,4,2,3,2,2,2,10,3,7,4
77019,90441,2.0,0,3.0,1,5,10,8,10,6,8,10,6,9,9,2
77023,90447,3.0,1,0.0,0,6,10,8,10,10,10,10,3,10,5,10
77027,90451,1.0,0,0.0,0,5,8,10,7,9,8,10,6,7,7,10
77031,90455,2.0,1,8.0,0,9,4,8,3,10,10,5,10,6,8,7
77033,90457,3.0,0,5.0,3,6,8,4,6,3,4,7,4,8,6,8
77038,90463,3.0,1,1.0,3,7,8,10,7,10,10,10,5,8,2,2
77043,90470,3.0,1,2.0,1,9,9,7,10,4,10,7,7,9,4,9
77045,90472,0.0,0,1.0,3,8,8,6,7,6,6,7,8,7,10,2
77046,90473,3.0,0,1.0,3,10,4,3,4,2,3,3,10,3,5,4
77052,90479,2.0,0,1.0,3,8,1,2,2,2,2,1,1,1,1,1
77061,90490,3.0,1,6.0,0,4,9,5,7,3,4,8,5,5,1,1
77062,90491,6.0,1,1.0,3,8,6,4,3,3,2,4,9,3,3,6
77063,90492,3.0,0,1.0,3,7,1,1,2,2,1,1,1,1,1,1
77069,90499,3.0,0,2.0,1,7,6,8,5,4,3,7,8,8,5,8
77090,90526,6.0,0,5.0,3,10,3,4,5,5,4,3,7,8,8,5
77093,90531,1.0,0,3.0,1,9,5,6,6,7,6,5,9,8,9,6
77098,90536,1.0,1,2.0,1,10,8,8,7,8,7,7,9,7,3,1
77101,90540,2.0,1,1.0,3,4,1,1,2,1,1,1,2,1,1,1
77102,90542,3.0,1,7.0,1,9,9,5,10,3,8,7,6,6,4,3
77107,90548,4.0,0,3.0,1,10,10,9,10,9,9,10,8,8,9,10
77113,90556,3.0,0,5.0,3,7,9,6,7,4,5,8,3,9,6,2
77116,90560,5.0,0,3.0,1,6,9,4,7,4,4,7,4,9,8,9
77119,90563,6.0,1,5.0,3,7,1,1,1,2,1,2,2,2,2,2
77122,90567,3.0,0,2.0,1,10,7,4,8,4,5,5,9,6,9,5
77124,90569,3.0,1,3.0,1,9,6,6,7,8,8,6,10,6,10,6
77140,90585,5.0,1,2.0,1,6,9,9,7,8,8,9,3,4,10,9
77141,90586,4.0,0,2.0,1,7,3,2,10,1,7,3,10,4,3,4
77161,90609,6.0,1,5.0,3,8,4,6,5,5,4,5,10,3,4,6
77167,90616,1.0,1,6.0,0,10,3,5,5,7,6,5,10,4,7,6
77170,90620,2.0,1,0.0,0,6,7,4,6,6,5,6,5,7,5,2
77179,90629,5.0,0,3.0,1,5,10,9,9,9,9,10,6,10,3,7
77181,90632,4.0,1,3.0,1,5,8,8,5,7,5,8,5,5,7,9
77183,90634,0.0,1,6.0,0,7,10,9,9,10,10,10,5,10,1,2
77197,90650,2.0,0,1.0,3,9,6,3,8,4,6,4,10,4,5,6
77202,90655,3.0,1,1.0,3,6,8,6,9,5,7,8,6,10,9,2
77208,90662,3.0,1,2.0,1,7,5,6,9,7,8,6,10,3,2,2
77211,90666,5.0,0,1.0,3,9,4,9,7,8,7,7,9,4,6,8
77231,90688,3.0,0,1.0,3,9,5,8,7,9,9,8,9,5,9,8
77243,90702,1.0,1,1.0,3,5,9,4,10,5,8,7,6,10,10,3
77245,90704,0.0,1,6.0,0,7,10,10,5,8,7,10,4,9,9,3
77247,90706,3.0,1,2.0,1,9,9,7,10,6,8,8,9,9,6,9
77251,90710,2.0,1,3.0,1,10,7,9,8,9,9,8,9,6,10,9
77252,90711,6.0,1,1.0,3,7,6,2,6,1,4,5,8,4,8,5
77269,90732,0.0,0,5.0,3,7,6,4,8,4,6,5,9,8,4,7
77275,90739,5.0,1,3.0,1,9,9,9,9,5,7,9,8,6,8,10
77282,90748,4.0,0,3.0,1,10,8,6,5,5,4,8,3,6,5,8
77287,90753,4.0,0,2.0,1,9,9,8,10,4,8,9,5,8,5,9
77290,90756,0.0,1,6.0,0,5,10,1,6,1,4,9,3,10,6,10
77291,90757,2.0,0,3.0,1,10,3,10,4,9,8,7,5,8,3,9
77293,90759,3.0,1,7.0,1,8,8,7,7,5,5,7,7,9,9,8
77323,90796,2.0,1,6.0,0,8,5,6,7,4,4,5,7,9,3,7
77329,90803,2.0,1,3.0,1,7,8,9,9,8,8,9,7,10,5,10
77351,90830,1.0,0,5.0,3,7,9,6,9,6,8,8,8,8,7,9
77362,90844,6.0,1,3.0,1,9,9,6,10,7,9,9,8,6,8,9
77365,90847,2.0,1,1.0,3,5,7,3,5,4,3,6,5,7,9,6
77381,90867,3.0,1,2.0,1,7,9,7,9,9,9,9,8,10,10,7
77387,90873,2.0,0,1.0,3,10,2,6,1,8,6,3,10,4,4,5
77396,90883,5.0,0,1.0,3,6,10,6,5,6,5,10,4,4,6,10
77424,90916,1.0,1,1.0,3,9,9,10,10,10,10,10,6,9,10,5
77425,90917,4.0,1,2.0,1,9,6,7,7,7,6,6,10,5,10,5
77426,90918,6.0,1,1.0,3,5,10,6,8,6,6,9,3,10,9,9
77441,90935,2.0,1,1.0,3,8,8,7,8,6,7,8,8,9,1,2
77451,90948,3.0,0,5.0,3,9,5,7,7,5,5,5,10,4,6,7
77456,90953,2.0,1,1.0,3,8,5,5,7,4,5,4,10,5,9,4
77457,90954,0.0,0,5.0,3,6,2,5,1,7,5,3,10,2,2,3
77473,90975,2.0,1,0.0,0,9,5,9,10,10,10,8,2,10,9,8
77476,90981,4.0,1,2.0,1,7,9,4,9,4,6,6,7,9,1,2
77508,91017,3.0,0,1.0,3,10,3,10,3,10,10,9,7,9,9,8
77513,91023,1.0,1,1.0,3,6,10,10,10,10,10,10,6,10,9,10
77523,91034,1.0,1,7.0,1,9,1,6,2,9,8,3,10,5,4,5
77526,91037,4.0,0,1.0,3,7,7,6,8,9,8,7,7,6,9,4
77538,91049,3.0,0,3.0,1,8,3,7,5,7,6,6,9,5,9,6
77543,91057,3.0,1,1.0,3,8,10,4,10,3,8,9,4,10,9,4
77546,91060,3.0,0,2.0,1,9,7,1,8,1,5,4,10,4,7,6
77570,91089,4.0,1,0.0,0,2,1,2,2,1,1,2,2,1,1,1
77574,91094,3.0,0,1.0,3,9,9,7,10,5,8,8,3,9,3,8
77575,91095,1.0,0,2.0,1,10,4,3,8,5,6,4,9,3,2,1
77578,91098,5.0,1,1.0,3,5,6,10,8,9,9,10,8,5,7,10
77622,91149,2.0,0,3.0,1,6,5,9,6,10,10,7,8,7,7,8
77632,91163,4.0,1,0.0,0,10,8,5,9,10,10,6,10,5,3,8
77638,91170,2.0,1,3.0,1,6,8,7,5,6,5,7,7,4,7,8
77652,91185,6.0,1,3.0,1,4,1,1,1,1,2,1,2,1,1,1
77665,91201,4.0,0,5.0,3,10,8,5,9,5,7,7,5,4,3,8
77671,91208,3.0,0,1.0,3,5,10,3,10,4,7,9,7,10,8,10
77675,91213,3.0,1,5.0,3,7,10,4,7,5,5,8,7,10,1,3
77684,91226,5.0,0,1.0,3,8,7,2,7,2,4,4,9,5,6,6
77688,91230,1.0,0,1.0,3,10,5,3,5,5,4,3,10,4,7,5
77691,91234,4.0,1,1.0,3,7,10,10,8,8,8,10,8,10,4,10
77693,91236,2.0,1,2.0,1,4,1,1,3,1,2,1,2,1,1,1
77696,91240,4.0,1,3.0,1,8,5,7,7,8,7,6,10,4,8,8
77700,91245,3.0,1,1.0,3,9,5,3,7,3,4,3,10,4,10,4
77704,91249,3.0,0,1.0,3,10,5,2,6,1,4,3,10,4,3,2
77705,91250,4.0,1,1.0,3,10,1,1,2,1,2,1,1,1,1,1
77706,91251,5.0,0,4.0,3,6,2,4,3,5,3,3,10,2,7,4
77727,91272,3.0,1,2.0,1,7,5,6,7,5,5,5,6,7,3,7
77731,91277,1.0,0,1.0,3,10,3,4,4,8,6,4,10,3,6,5
77737,91283,4.0,1,5.0,3,5,4,1,4,2,2,2,10,3,8,4
77746,91292,2.0,1,1.0,3,9,3,3,4,7,5,3,10,3,8,5
77747,91295,5.0,1,1.0,3,5,9,8,6,7,6,9,7,7,7,9
77749,91299,5.0,1,7.0,1,6,9,9,10,7,9,9,4,7,4,10
77752,91302,2.0,0,4.0,3,10,6,7,6,4,4,5,9,3,7,7
77766,91318,4.0,0,5.0,3,6,10,6,7,4,5,9,3,7,9,4
77775,91327,3.0,0,1.0,3,10,3,10,4,10,10,10,8,10,10,3
77783,91336,2.0,1,3.0,1,5,1,1,2,1,1,1,2,1,1,1
77785,91338,3.0,0,1.0,3,8,8,4,9,4,6,6,4,6,7,8
77795,91351,4.0,0,5.0,3,6,10,9,6,8,7,10,5,5,5,10
77796,91352,1.0,0,2.0,1,6,10,10,7,6,6,10,2,10,3,10
77824,91388,3.0,1,5.0,3,10,4,8,4,4,3,6,10,3,9,5
77826,91390,3.0,0,1.0,3,9,9,10,9,8,9,10,5,9,1,2
77832,91397,2.0,1,3.0,1,5,9,6,8,5,6,8,5,6,6,9
77837,91402,4.0,1,1.0,3,9,7,4,8,4,5,6,9,7,3,7
77841,91407,5.0,1,0.0,0,6,5,9,6,4,4,8,8,6,9,6
77844,91411,1.0,0,1.0,3,8,5,5,4,5,3,3,10,3,10,4
77849,91416,4.0,0,5.0,3,10,5,5,7,4,5,4,8,5,5,6
77853,91422,6.0,1,5.0,3,9,4,5,4,3,3,4,10,3,6,5
77854,91423,2.0,0,7.0,1,6,7,6,7,9,9,6,3,9,8,8
77861,91430,0.0,1,5.0,3,9,4,1,4,3,2,2,10,3,7,5
77863,91432,1.0,0,13.0,3,6,1,1,1,1,2,2,1,2,1,3
77869,91438,3.0,1,0.0,0,6,10,9,10,6,10,10,5,10,9,7
77873,91444,2.0,1,3.0,1,5,9,8,8,9,9,8,4,9,3,2
77877,91448,3.0,1,2.0,1,8,6,10,8,10,9,10,8,10,9,8
77881,91452,5.0,1,5.0,3,6,7,2,9,2,7,5,8,6,2,3
77887,91459,4.0,0,1.0,3,6,4,2,3,2,2,2,10,3,3,4
77889,91461,1.0,1,2.0,1,5,10,5,9,6,7,8,5,6,5,9
77893,91467,5.0,0,2.0,1,7,8,8,5,6,4,8,5,9,3,3
77898,91473,3.0,1,0.0,0,6,5,5,3,4,2,4,6,3,8,6
77900,91475,2.0,0,1.0,3,6,10,5,9,4,6,8,2,9,3,9
77901,91476,6.0,1,2.0,1,6,7,6,8,5,6,6,7,7,4,1
77912,91487,2.0,0,7.0,1,8,7,10,9,7,8,9,6,9,8,9
77913,91489,4.0,0,5.0,3,5,9,7,9,4,6,8,3,7,6,9
77929,91510,5.0,0,8.0,0,5,8,9,3,8,6,9,8,4,8,9
77933,91514,3.0,0,1.0,3,10,5,5,4,7,5,4,10,4,9,5
77943,91527,5.0,0,3.0,1,6,5,3,3,4,2,3,10,3,7,5
77948,91532,1.0,0,7.0,1,10,4,5,4,9,8,3,10,3,9,4
77953,91537,3.0,1,1.0,3,10,6,10,10,9,10,10,8,4,4,10
77978,91566,3.0,0,1.0,3,10,5,9,7,7,7,7,9,5,10,5
77986,91574,6.0,0,1.0,3,10,8,10,5,5,4,9,2,7,8,10
77993,91582,1.0,1,3.0,1,6,4,7,3,9,8,5,7,9,4,7
78001,91590,3.0,1,5.0,3,8,5,6,10,4,7,6,8,6,7,7
78002,91591,3.0,1,4.0,3,7,6,7,7,7,7,5,10,4,9,6
78005,91594,5.0,0,1.0,3,8,6,10,6,9,9,9,8,7,10,4
78012,91601,4.0,0,3.0,1,7,7,10,8,7,7,9,4,7,9,9
78013,91602,2.0,0,3.0,1,10,9,6,9,9,9,9,4,10,4,2
78016,91607,4.0,1,6.0,0,10,4,10,3,10,10,8,8,8,10,3
78034,91627,2.0,0,3.0,1,9,10,7,10,6,10,9,6,10,7,2
78036,91629,4.0,1,2.0,1,7,4,8,5,6,5,7,9,4,7,8
78040,91635,4.0,0,1.0,3,10,9,9,10,7,9,9,5,10,5,9
78043,91638,5.0,1,1.0,3,6,10,8,10,8,9,10,5,10,3,10
78055,91651,3.0,1,7.0,1,5,10,6,10,7,9,9,3,10,7,10
78070,91669,2.0,0,0.0,0,8,2,3,2,1,1,2,1,1,2,3
78071,91671,1.0,1,2.0,1,8,7,10,7,9,9,10,4,9,10,10
78082,91685,5.0,0,1.0,3,8,4,4,4,3,2,3,9,9,5,5
78083,91686,5.0,1,6.0,0,5,4,5,4,3,2,3,10,3,5,5
78089,91692,1.0,0,5.0,3,5,6,4,7,8,8,4,8,4,2,3
78104,91707,5.0,1,1.0,3,9,9,10,10,9,9,10,7,5,8,9
78108,91713,2.0,0,3.0,1,5,5,7,3,6,4,4,8,5,3,6
78109,91715,4.0,1,3.0,1,1,1,1,2,2,1,1,2,1,1,1
78111,91717,6.0,0,5.0,3,7,5,9,7,6,5,8,8,5,3,3
78112,91718,1.0,1,6.0,0,6,3,6,3,6,4,4,9,3,8,6
78123,91731,4.0,0,1.0,3,8,4,3,4,7,6,3,10,3,2,2
78128,91737,1.0,0,3.0,1,10,8,10,9,10,10,10,8,9,3,10
78148,91758,1.0,0,4.0,3,7,6,10,4,7,5,9,3,7,4,9
78149,91760,1.0,0,1.0,3,8,10,3,10,3,9,9,4,10,4,10
78154,91767,3.0,0,2.0,1,8,10,9,10,9,9,9,6,9,9,6
78157,91770,0.0,1,0.0,0,6,10,3,3,1,2,6,8,7,5,8
78158,91771,3.0,0,1.0,3,10,10,9,10,6,9,10,8,9,9,10
78184,91802,3.0,0,1.0,3,8,7,5,8,4,5,6,9,9,8,7
78193,91814,5.0,1,1.0,3,9,7,9,7,5,5,9,9,4,5,10
78196,91817,5.0,1,2.0,1,10,10,9,10,8,9,10,3,9,6,10
78198,91819,1.0,0,4.0,3,6,6,7,6,7,6,6,3,9,2,2
78202,91824,5.0,1,0.0,0,9,4,1,3,3,2,2,10,3,8,4
78210,91832,2.0,0,1.0,3,9,4,7,5,8,7,4,9,8,9,4
78211,91833,3.0,0,2.0,1,9,6,8,8,7,7,6,10,10,10,4
78213,91835,2.0,0,5.0,3,9,6,7,9,7,8,8,9,6,4,8
78217,91842,1.0,0,5.0,3,5,5,5,7,5,5,5,8,7,5,6
78229,91857,2.0,0,5.0,3,6,3,4,3,5,4,4,10,3,4,5
78240,91868,2.0,1,3.0,1,6,8,8,6,6,5,8,7,8,3,9
78259,91889,6.0,0,1.0,3,8,8,5,8,5,6,5,3,6,9,6
78270,91901,3.0,1,3.0,1,10,9,8,10,10,10,9,4,10,10,4
78271,91902,3.0,0,3.0,1,6,10,7,8,7,8,9,5,8,7,10
78278,91909,4.0,0,15.0,0,9,3,5,4,4,3,3,10,4,4,1
78287,91921,4.0,0,1.0,3,10,7,9,6,8,7,8,4,6,10,7
78288,91922,2.0,1,3.0,1,6,5,5,6,6,5,5,8,3,5,6
78302,91941,4.0,0,2.0,1,10,9,10,10,10,10,10,8,10,9,10
78317,91960,1.0,1,2.0,1,10,10,9,10,9,10,10,3,10,5,10
78332,91975,3.0,1,1.0,3,8,8,2,9,2,6,5,7,7,7,7
78353,92003,6.0,1,0.0,0,10,6,7,6,7,6,7,9,6,9,7
78356,92006,2.0,0,0.0,0,6,5,4,5,9,8,4,10,3,9,5
78367,92020,1.0,1,1.0,3,8,6,9,8,8,8,8,9,10,5,9
78371,92025,5.0,1,1.0,3,5,9,3,9,4,6,7,7,8,6,8
78378,92033,5.0,0,3.0,1,7,5,7,7,9,8,6,8,8,6,8
78385,92040,1.0,0,1.0,3,7,7,9,7,5,5,8,3,7,10,8
78393,92049,4.0,1,6.0,0,6,9,6,8,10,10,8,8,4,5,9
78394,92050,4.0,1,7.0,1,7,6,7,7,6,6,5,10,4,5,7
78403,92060,5.0,1,5.0,3,6,6,6,9,4,6,6,6,5,2,2
78411,92070,3.0,1,5.0,3,5,10,6,5,6,5,10,3,8,3,10
78419,92080,4.0,0,1.0,3,6,10,5,8,4,5,8,7,3,7,9
78426,92087,2.0,0,0.0,0,6,10,10,10,10,10,10,5,10,9,10
78429,92091,0.0,0,1.0,3,7,8,2,7,1,5,6,8,7,5,7
78441,92108,3.0,1,0.0,0,10,4,10,9,10,10,8,9,10,10,7
78469,92139,3.0,1,5.0,3,8,5,8,4,6,5,5,10,3,10,6
78477,92147,2.0,0,1.0,3,5,3,8,3,6,4,6,8,3,5,7
78479,92149,4.0,1,2.0,1,6,10,5,7,9,8,9,7,9,7,10
78487,92157,0.0,0,4.0,3,6,8,7,10,4,9,7,4,10,10,4
78491,92164,0.0,1,0.0,0,8,2,3,1,1,1,2,1,1,1,3
78497,92171,3.0,1,2.0,1,8,10,8,10,10,10,10,5,8,6,10
78504,92179,3.0,1,0.0,0,6,10,7,10,10,10,10,4,10,3,10
78506,92181,4.0,0,10.0,3,6,3,6,3,5,4,3,5,7,7,3
78507,92182,5.0,1,1.0,3,7,9,8,9,7,8,9,4,4,8,1
78510,92185,0.0,0,5.0,3,7,4,7,4,4,3,4,9,7,10,4
78519,92194,2.0,1,7.0,1,6,8,7,8,6,7,8,8,6,4,9
78563,92246,1.0,1,1.0,3,6,8,7,8,6,7,8,8,6,10,8
78566,92249,1.0,1,1.0,3,6,8,8,8,8,8,8,6,3,7,9
78569,92253,3.0,0,5.0,3,6,10,6,10,5,8,9,4,8,3,10
78582,92268,6.0,1,1.0,3,7,9,3,8,2,5,6,7,5,5,7
78584,92270,2.0,1,3.0,1,8,7,6,8,10,10,6,8,6,6,8
78595,92285,5.0,1,9.0,1,2,5,7,5,9,8,5,5,3,3,7
78597,92287,3.0,1,2.0,1,8,9,10,10,9,9,10,3,5,10,10
78598,92288,3.0,0,11.0,1,10,4,8,4,6,4,5,10,5,10,5
78602,92293,2.0,1,2.0,1,9,10,6,10,9,9,9,6,9,1,2
78606,92297,2.0,0,7.0,1,8,3,7,5,4,3,4,10,3,5,6
78617,92311,4.0,1,0.0,0,10,8,7,9,8,9,8,10,5,9,9
78623,92321,4.0,0,1.0,3,10,9,10,9,6,7,10,3,8,4,10
78638,92339,4.0,0,1.0,3,9,5,5,7,4,4,4,8,7,7,6
78648,92350,4.0,0,5.0,3,7,2,2,1,1,1,1,1,1,1,3
78649,92351,5.0,1,6.0,0,5,3,4,5,5,4,3,10,3,3,5
78665,92368,3.0,1,3.0,1,5,4,9,3,8,6,6,8,3,9,7
78673,92377,3.0,0,3.0,1,7,3,9,3,8,7,6,3,6,5,8
78698,92409,3.0,0,3.0,1,8,8,3,9,2,7,5,6,7,4,7
78707,92421,3.0,1,3.0,1,10,7,7,9,9,9,8,9,4,8,4
78716,92431,4.0,1,1.0,3,7,6,4,6,6,5,4,8,4,6,6
78731,92449,3.0,1,3.0,1,5,6,7,5,4,3,7,4,10,4,9
78733,92451,6.0,1,15.0,0,10,1,3,3,3,2,2,10,3,2,2
78747,92467,4.0,0,1.0,3,10,10,3,10,2,10,8,6,10,6,9
78766,92490,1.0,1,1.0,3,10,1,1,1,3,2,1,1,1,1,1
78781,92507,4.0,0,3.0,1,9,10,6,10,5,9,9,5,10,3,10
78794,92526,6.0,1,11.0,1,6,3,3,5,6,5,3,9,3,8,5
78800,92533,3.0,0,1.0,3,7,8,7,7,7,7,8,3,10,3,3
78805,92539,6.0,0,1.0,3,7,5,6,6,4,4,6,8,3,3,7
78809,92543,5.0,1,2.0,1,7,2,4,3,7,6,2,10,3,8,4
78822,92558,0.0,1,1.0,3,5,7,8,8,8,8,7,7,7,9,5
78826,92563,6.0,1,1.0,3,8,7,3,8,7,7,5,8,3,5,7
78836,92575,2.0,1,7.0,1,2,4,7,6,9,8,4,6,4,10,5
78843,92582,2.0,0,2.0,1,10,8,2,9,2,6,4,10,6,5,6
78847,92586,2.0,0,3.0,1,6,9,3,10,3,8,5,7,10,1,1
78849,92590,2.0,1,8.0,0,5,3,7,5,6,4,5,2,10,7,7
78865,92607,3.0,1,6.0,0,6,4,8,5,9,8,5,10,3,7,7
78879,92624,2.0,0,5.0,3,8,8,8,9,4,7,8,8,6,6,9
78880,92625,2.0,1,6.0,0,5,10,6,5,10,9,9,5,9,7,10
78886,92632,2.0,1,3.0,1,5,10,10,10,10,10,10,7,10,10,5
78903,92650,6.0,1,6.0,0,10,5,6,7,5,5,5,10,4,5,7
78934,92687,5.0,1,1.0,3,8,3,5,4,4,3,4,10,3,8,6
78945,92698,3.0,1,5.0,3,5,10,4,6,5,4,7,6,5,3,9
78960,92715,3.0,0,1.0,3,10,10,8,10,10,10,9,9,8,5,10
78974,92731,2.0,1,3.0,1,6,10,7,9,6,8,10,3,10,3,10
78984,92742,2.0,0,1.0,3,6,1,1,3,2,2,1,1,1,1,1
78989,92747,1.0,0,1.0,3,9,4,6,8,4,6,4,3,7,9,5
78991,92751,4.0,1,1.0,3,8,10,9,10,7,9,10,5,10,5,10
79008,92774,5.0,1,0.0,0,7,9,6,10,4,8,7,9,7,4,2
79011,92777,4.0,1,1.0,3,5,6,7,5,7,6,5,4,8,9,6
79016,92784,1.0,0,1.0,3,9,8,10,9,9,9,10,10,9,3,10
79019,92788,6.0,0,5.0,3,9,2,1,2,1,1,2,2,1,1,2
79020,92789,5.0,1,1.0,3,6,9,5,7,6,6,7,6,5,4,9
79043,92816,3.0,1,7.0,1,10,2,9,1,7,5,5,9,9,5,7
79049,92822,4.0,1,5.0,3,9,1,5,1,5,3,3,10,2,6,5
79058,92831,6.0,1,3.0,1,10,8,10,9,10,10,10,6,10,10,10
79064,92837,3.0,1,5.0,3,10,9,3,9,3,7,5,8,5,7,7
79071,92845,4.0,1,1.0,3,9,9,10,7,10,10,10,10,7,10,10
79073,92848,3.0,0,5.0,3,7,2,4,3,4,3,3,10,2,8,4
79075,92850,4.0,0,5.0,3,7,5,5,7,7,7,4,10,5,8,7
79078,92853,6.0,1,1.0,3,5,10,8,9,4,6,10,6,5,3,10
79079,92854,1.0,0,3.0,1,9,4,8,5,9,8,6,9,9,2,2
79089,92868,4.0,0,1.0,3,10,4,8,3,4,3,5,10,5,3,7
79093,92872,3.0,0,1.0,3,7,6,10,5,8,6,9,6,9,10,9
79095,92874,4.0,1,2.0,1,7,6,6,6,6,6,5,7,8,10,4
79097,92876,2.0,1,0.0,0,7,7,8,10,10,10,7,9,6,6,8
79110,92890,3.0,1,5.0,3,7,3,5,4,6,4,4,10,3,5,5
79113,92894,3.0,1,8.0,0,3,8,1,10,3,8,5,7,10,4,7
79119,92900,4.0,0,1.0,3,2,2,3,1,1,2,1,1,2,1,3
79122,92903,1.0,1,1.0,3,7,9,3,10,5,9,8,7,9,7,8
79124,92905,3.0,0,2.0,1,6,3,4,4,6,4,3,10,3,3,5
79125,92907,1.0,1,1.0,3,6,2,2,2,1,1,2,1,1,2,3
79126,92908,4.0,1,1.0,3,8,7,7,8,9,9,8,9,8,1,1
79128,92911,1.0,1,6.0,0,9,8,10,6,10,10,10,10,5,8,10
79132,92915,5.0,0,1.0,3,9,8,8,10,10,10,9,8,10,10,9
79151,92935,5.0,0,2.0,1,7,8,5,7,4,5,7,8,5,7,8
79154,92939,3.0,1,0.0,0,10,2,2,2,2,1,1,1,2,3,1
79156,92941,1.0,1,0.0,0,9,5,10,9,7,8,9,8,8,10,9
79161,92947,4.0,0,1.0,3,5,9,9,9,7,8,9,3,9,7,10
79178,92969,6.0,1,5.0,3,9,8,5,9,5,7,6,4,5,8,7
79183,92974,5.0,1,3.0,1,6,9,10,10,9,10,10,8,10,4,10
79186,92978,1.0,0,5.0,3,10,9,10,7,8,8,10,6,7,8,10
79221,93015,6.0,1,5.0,3,7,4,5,3,6,5,4,9,3,6,5
79225,93019,5.0,1,6.0,0,4,8,6,5,9,8,7,8,3,9,7
79233,93029,1.0,1,1.0,3,9,2,10,2,9,7,6,7,9,10,7
79240,93036,6.0,1,2.0,1,6,7,3,5,1,3,4,8,3,4,6
79256,93056,2.0,0,3.0,1,10,2,2,2,1,1,2,1,1,1,1
79259,93059,2.0,0,3.0,1,10,5,7,7,5,5,7,10,4,4,8
79296,93101,2.0,1,1.0,3,6,7,7,6,8,7,6,8,4,10,5
79310,93119,3.0,0,1.0,3,6,9,10,8,7,8,10,7,5,5,10
79321,93131,0.0,0,6.0,0,9,4,7,3,7,5,4,10,6,7,2
79329,93141,2.0,1,3.0,1,10,7,10,8,10,10,10,9,6,9,8
79332,93144,5.0,1,14.0,3,8,5,9,8,8,8,8,7,7,3,9
79338,93154,1.0,1,1.0,3,6,10,10,10,7,9,10,6,8,9,6
79344,93162,0.0,0,5.0,3,6,6,4,6,8,7,5,9,5,10,4
79354,93174,5.0,0,5.0,3,9,9,8,10,6,10,9,8,9,5,2
79370,93191,3.0,1,0.0,0,7,8,5,9,8,8,6,8,6,4,8
79379,93200,0.0,1,6.0,0,8,5,10,6,10,9,8,6,8,10,6
79384,93206,1.0,0,0.0,0,5,5,8,5,10,10,6,6,7,7,8
79389,93213,2.0,1,1.0,3,8,5,7,7,5,6,6,9,3,8,7
79400,93228,1.0,0,1.0,3,8,8,8,8,8,8,8,8,6,3,2
79401,93229,6.0,1,1.0,3,7,8,9,9,8,8,9,8,5,6,10
79410,93241,4.0,1,15.0,0,8,9,9,10,9,9,9,9,9,10,4
79421,93253,2.0,1,6.0,0,7,4,7,8,10,10,4,10,3,3,3
79428,93261,5.0,0,2.0,1,8,7,7,7,9,9,6,7,9,5,8
79445,93279,5.0,0,1.0,3,8,5,2,6,1,4,3,9,4,5,5
79446,93280,1.0,0,1.0,3,9,5,6,5,4,3,5,10,5,7,7
79454,93288,1.0,1,1.0,3,9,8,10,7,7,6,10,8,8,8,9
79458,93292,5.0,1,0.0,0,10,10,10,10,10,10,10,8,9,9,10
79472,93315,1.0,1,1.0,3,9,7,8,10,8,10,7,9,8,9,8
79479,93322,4.0,1,3.0,1,6,10,10,7,10,10,10,4,9,10,6
79484,93327,0.0,0,5.0,3,8,5,8,7,6,6,7,3,8,3,2
79498,93343,6.0,1,7.0,1,6,8,5,6,6,5,6,7,3,9,5
79513,93361,4.0,1,5.0,3,10,4,8,5,7,6,6,8,6,10,4
79515,93363,3.0,0,1.0,3,6,9,10,6,8,8,10,5,9,8,10
79516,93364,3.0,1,1.0,3,5,7,10,6,10,10,9,6,8,8,10
79526,93374,4.0,1,5.0,3,6,10,7,8,4,6,9,3,7,6,10
79527,93375,5.0,0,2.0,1,5,5,8,3,9,7,5,9,3,10,6
79539,93388,2.0,0,1.0,3,7,7,6,8,5,6,7,7,6,9,7
79551,93401,1.0,0,1.0,3,5,8,6,5,6,5,7,4,8,6,9
79553,93403,2.0,0,3.0,1,10,2,8,1,5,4,5,10,4,8,6
79562,93412,6.0,0,1.0,3,7,7,5,7,5,5,6,2,5,8,7
79563,93413,5.0,0,5.0,3,10,3,9,4,7,5,6,9,5,9,4
79564,93414,5.0,1,0.0,0,9,10,8,10,10,10,10,8,10,10,10
79571,93421,4.0,0,4.0,3,7,5,2,3,2,2,3,9,4,4,5
79584,93440,1.0,1,2.0,1,10,2,1,3,3,2,2,2,1,2,1
79586,93442,2.0,0,3.0,1,6,10,8,10,9,10,10,4,10,4,3
